,ESA_NAME,Male,Female,months
63,Port Pirie SA,284,206.0,MAY
64,Riverland SA,292,169.0,MAY
65,South East SA,319,231.0,MAY
66,ACT/Queanbeyan NSW,1309,1054.0,MAY
67,Eurobodalla NSW,275,187.0,MAY
68,Lower South Coast,274,189.0,MAY
69,Murray Darling NSW,53,45.0,MAY
70,Shoalhaven NSW,755,523.0,MAY
71,South Eastern NSW,706,562.0,MAY
72,Southern Ranges NSW,369,377.0,MAY
73,Sturt NSW,371,311.0,MAY
74,Fraser Coast QLD,1058,681.0,MAY
75,Gympie QLD,823,564.0,MAY
76,Toowoomba QLD,1223,919.0,MAY
77,Warwick QLD,343,255.0,MAY
78,Western Downs QLD,284,201.0,MAY
79,Canterbury/Bankstown,1091,955.0,MAY
80,Central West Sydney,1664,1389.0,MAY
81,Eastern Suburbs NSW,450,471.0,MAY
82,Fairfield NSW,1074,812.0,MAY
83,Inner Sydney NSW,811,708.0,MAY
84,Inner Western Sydney,298,245.0,MAY
85,Liverpool NSW,950,823.0,MAY
86,Macarthur NSW,1138,1041.0,MAY
87,Nepean NSW,1479,1324.0,MAY
88,Northern Sydney NSW,579,512.0,MAY
89,Outer Western Sydney,1599,1322.0,MAY
90,St George-Sutherland,846,712.0,MAY
91,Wollongong NSW,1576,1280.0,MAY
92,Hobart TAS,1853,1235.0,MAY
93,Launceston TAS,1124,808.0,MAY
94,West and North West,854,539.0,MAY
95,Chifley NSW,278,201.0,MAY
96,Far West NSW,237,179.0,MAY
97,Gwydir Namoi NSW,407,303.0,MAY
98,Lachlan NSW,257,201.0,MAY
99,Orana NSW,667,460.0,MAY
100,Patterson NSW,543,461.0,MAY
101,Windamere NSW,359,219.0,MAY
102,Bendigo VIC,1079,964.0,MAY
103,Eureka VIC,1030,916.0,MAY
104,Geelong VIC,1356,1249.0,MAY
105,Grampians VIC,240,186.0,MAY
106,Hampden VIC,390,368.0,MAY
107,Mid Murray VIC,193,174.0,MAY
108,Sunraysia VIC,514,402.0,MAY
109,Western District VIC,216,169.0,MAY
0,Eastern Adelaide SA,767,564.0,JUL
1,Northern Adelaide SA,2841,2219.0,JUL
2,Southern Adelaide SA,1707,1212.0,JUL
3,Western Adelaide SA,1366,1024.0,JUL
4,Gold Coast QLD,3495,2838.0,JUL
5,Ipswich QLD,1603,1234.0,JUL
6,Logan QLD,2779,2098.0,JUL
7,North Brisbane QLD,2295,1677.0,JUL
8,Outer North Brisbane,1938,1519.0,JUL
9,South Brisbane QLD,3373,2451.0,JUL
10,Sunshine Coast QLD,2081,1565.0,JUL
11,Bundaberg QLD,969,696.0,JUL
12,CairnsQLD,2118,1626.0,JUL
13,Capricornia QLD,1090,891.0,JUL
14,Far North QLD,605,493.0,JUL
15,Gladstone QLD,437,337.0,JUL
16,Mackay QLD,818,689.0,JUL
17,Mt Isa QLD,556,447.0,JUL
18,Townsville QLD,1730,1346.0,JUL
19,East Gippsland VIC,465,346.0,JUL
20,Goulburn Valley VIC,793,641.0,JUL
21,Kiewa VIC,705,592.0,JUL
22,Latrobe Valley VIC,1085,908.0,JUL
23,Ovens VIC,582,516.0,JUL
24,Goldfields/Esperance,454,367.0,JUL
25,Kimberley WA,793,693.0,JUL
26,Mid West/Gascoyne,536,429.0,JUL
27,Midlands/Wheatbelt,263,184.0,JUL
28,Pilbara WA,382,331.0,JUL
29,Southern WA,1121,850.0,JUL
30,Central Coast NSW,2335,1827.0,JUL
31,Hunter NSW,1036,924.0,JUL
32,Keepit NSW,741,569.0,JUL
33,Lower Hunter NSW,2824,2179.0,JUL
34,Manning NSW,747,599.0,JUL
35,Upper Hunter NSW,295,239.0,JUL
36,Bayside VIC,2826,2167.0,JUL
37,Calder VIC,2182,1853.0,JUL
38,Maroondah VIC,1450,1257.0,JUL
39,Monash VIC,1446,1293.0,JUL
40,Peninsula VIC,1278,1092.0,JUL
41,Plenty VIC,1814,1532.0,JUL
42,Westgate VIC,3525,2796.0,JUL
43,Yarra VIC,739,657.0,JUL
44,Clarence NSW,441,315.0,JUL
45,Coffs Harbour NSW,1025,672.0,JUL
46,Hastings NSW,488,331.0,JUL
47,Macleay NSW,344,212.0,JUL
48,New England NSW,644,467.0,JUL
49,North Coast NSW,560,399.0,JUL
50,Richmond NSW,661,487.0,JUL
51,Tweed NSW,689,465.0,JUL
52,Alice Springs NT,847,643.0,JUL
53,Darwin NT,572,457.0,JUL
54,Katherine NT,413,372.0,JUL
55,Tennant Creek NT,250,156.0,JUL
56,Top End NT,877,719.0,JUL
57,Central/West Metro,1838,1328.0,JUL
58,Dale WA,440,303.0,JUL
59,East Metro WA,1847,1350.0,JUL
60,North Metro WA,3123,2320.0,JUL
61,Adelaide Hills SA,198,182.0,JUL
62,Fleurieu/Kangaroo Is,191,134.0,JUL
63,Gawler SA,325,286.0,JUL
64,Kadina/Clare SA,276,190.0,JUL
65,Murraylands SA,221,203.0,JUL
66,North Country SA,635,482.0,JUL
67,Port Lincoln/Ceduna,312,239.0,JUL
68,Port Pirie SA,240,154.0,JUL
69,Riverland SA,307,190.0,JUL
70,South East SA,350,305.0,JUL
71,ACT/Queanbeyan NSW,1258,893.0,JUL
72,Eurobodalla NSW,321,243.0,JUL
73,Lower South Coast,316,246.0,JUL
74,Murray Darling NSW,72,61.0,JUL
75,Shoalhaven NSW,880,615.0,JUL
76,South Eastern NSW,723,608.0,JUL
77,Southern Ranges NSW,535,428.0,JUL
78,Sturt NSW,424,334.0,JUL
79,Fraser Coast QLD,912,647.0,JUL
80,Gympie QLD,723,510.0,JUL
81,Toowoomba QLD,957,841.0,JUL
82,Warwick QLD,350,301.0,JUL
83,Western Downs QLD,284,238.0,JUL
84,Canterbury/Bankstown,1552,1216.0,JUL
85,Central West Sydney,2077,1649.0,JUL
86,Eastern Suburbs NSW,656,510.0,JUL
87,Fairfield NSW,1401,964.0,JUL
88,Inner Sydney NSW,1080,910.0,JUL
89,Inner Western Sydney,373,309.0,JUL
90,Liverpool NSW,1232,913.0,JUL
91,Macarthur NSW,1537,1213.0,JUL
92,Nepean NSW,2064,1679.0,JUL
93,Northern Sydney NSW,959,712.0,JUL
94,Outer Western Sydney,2145,1691.0,JUL
95,St George-Sutherland,1281,942.0,JUL
96,Wollongong NSW,1830,1320.0,JUL
97,Hobart TAS,1765,1224.0,JUL
98,Launceston TAS,866,704.0,JUL
99,West and North West,878,680.0,JUL
100,Chifley NSW,335,286.0,JUL
101,Far West NSW,262,199.0,JUL
102,Gwydir Namoi NSW,411,328.0,JUL
103,Lachlan NSW,309,231.0,JUL
104,Orana NSW,668,524.0,JUL
105,Oxley NSW,174,135.0,JUL
106,Patterson NSW,613,469.0,JUL
107,Windamere NSW,310,246.0,JUL
108,Bendigo VIC,1189,859.0,JUL
109,Eureka VIC,904,735.0,JUL
110,Geelong VIC,1455,1196.0,JUL
111,Grampians VIC,242,199.0,JUL
112,Hampden VIC,406,327.0,JUL
113,Mid Murray VIC,299,223.0,JUL
114,Sunraysia VIC,483,386.0,JUL
115,Western District VIC,245,176.0,JUL
0,Eastern Adelaide SA,762,516.0,AUG
1,Northern Adelaide SA,2815,2078.0,AUG
2,Southern Adelaide SA,1705,1176.0,AUG
3,Western Adelaide SA,1331,962.0,AUG
4,Gold Coast QLD,3313,2670.0,AUG
5,Ipswich QLD,1588,1143.0,AUG
6,Logan QLD,2811,2034.0,AUG
7,North Brisbane QLD,2221,1578.0,AUG
8,Outer North Brisbane,1883,,AUG
9,South Brisbane QLD,3265,2324.0,AUG
10,Sunshine Coast QLD,1881,1426.0,AUG
11,Bundaberg QLD,922,668.0,AUG
12,CairnsQLD,2105,1624.0,AUG
13,Capricornia QLD,1086,825.0,AUG
14,Far North QLD,609,496.0,AUG
15,Gladstone QLD,412,316.0,AUG
16,Mackay QLD,811,694.0,AUG
17,Mt Isa QLD,567,429.0,AUG
18,Townsville QLD,1713,1284.0,AUG
19,East Gippsland VIC,447,355.0,AUG
20,Goulburn Valley VIC,753,602.0,AUG
21,Kiewa VIC,677,537.0,AUG
22,Latrobe Valley VIC,1083,877.0,AUG
23,Ovens VIC,547,466.0,AUG
24,Goldfields/Esperance,462,341.0,AUG
25,Kimberley WA,817,686.0,AUG
26,Mid West/Gascoyne,553,425.0,AUG
27,Midlands/Wheatbelt,246,189.0,AUG
28,Pilbara WA,369,332.0,AUG
29,Southern WA,1109,806.0,AUG
30,Central Coast NSW,2226,1693.0,AUG
31,Hunter NSW,980,863.0,AUG
32,Keepit NSW,734,535.0,AUG
33,Lower Hunter NSW,2796,2063.0,AUG
34,Manning NSW,754,565.0,AUG
35,Upper Hunter NSW,299,242.0,AUG
36,Bayside VIC,2677,2097.0,AUG
37,Calder VIC,2156,1822.0,AUG
38,Maroondah VIC,1386,1176.0,AUG
39,Monash VIC,1364,1193.0,AUG
40,Peninsula VIC,1250,1056.0,AUG
41,Plenty VIC,1735,1429.0,AUG
42,Westgate VIC,3499,2729.0,AUG
43,Yarra VIC,739,639.0,AUG
44,Clarence NSW,440,311.0,AUG
45,Coffs Harbour NSW,990,678.0,AUG
46,Hastings NSW,493,316.0,AUG
47,Macleay NSW,335,192.0,AUG
48,New England NSW,642,428.0,AUG
49,North Coast NSW,543,405.0,AUG
50,Richmond NSW,665,478.0,AUG
51,Tweed NSW,660,446.0,AUG
52,Alice Springs NT,854,639.0,AUG
53,Darwin NT,537,427.0,AUG
54,Katherine NT,422,376.0,AUG
55,Tennant Creek NT,255,159.0,AUG
56,Top End NT,938,754.0,AUG
57,Central/West Metro,1807,1219.0,AUG
58,Dale WA,459,318.0,AUG
59,East Metro WA,1839,1311.0,AUG
60,North Metro WA,3031,2197.0,AUG
61,Adelaide Hills SA,205,181.0,AUG
62,Fleurieu/Kangaroo Is,174,115.0,AUG
63,Gawler SA,308,270.0,AUG
64,Kadina/Clare SA,265,179.0,AUG
65,Murraylands SA,249,203.0,AUG
66,North Country SA,630,470.0,AUG
67,Port Lincoln/Ceduna,314,231.0,AUG
68,Port Pirie SA,233,148.0,AUG
69,Riverland SA,304,189.0,AUG
70,South East SA,332,272.0,AUG
71,ACT/Queanbeyan NSW,1212,858.0,AUG
72,Eurobodalla NSW,322,234.0,AUG
73,Lower South Coast,308,231.0,AUG
74,Murray Darling NSW,82,58.0,AUG
75,Shoalhaven NSW,863,607.0,AUG
76,South Eastern NSW,687,581.0,AUG
77,Southern Ranges NSW,490,398.0,AUG
78,Sturt NSW,413,317.0,AUG
79,Fraser Coast QLD,934,641.0,AUG
80,Gympie QLD,731,493.0,AUG
81,Toowoomba QLD,892,788.0,AUG
82,Warwick QLD,367,289.0,AUG
83,Western Downs QLD,265,195.0,AUG
84,Canterbury/Bankstown,1455,1164.0,AUG
85,Central West Sydney,2010,1569.0,AUG
86,Eastern Suburbs NSW,613,459.0,AUG
87,Fairfield NSW,1348,916.0,AUG
88,Inner Sydney NSW,1048,867.0,AUG
89,Inner Western Sydney,354,297.0,AUG
90,Liverpool NSW,1186,857.0,AUG
91,Macarthur NSW,1459,1180.0,AUG
92,Nepean NSW,1940,1579.0,AUG
93,Northern Sydney NSW,899,654.0,AUG
94,Outer Western Sydney,2095,1658.0,AUG
95,St George-Sutherland,1191,896.0,AUG
96,Wollongong NSW,1799,1277.0,AUG
97,Hobart TAS,1735,1191.0,AUG
98,Launceston TAS,897,702.0,AUG
99,West and North West,850,637.0,AUG
100,Chifley NSW,336,285.0,AUG
101,Far West NSW,250,188.0,AUG
102,Gwydir Namoi NSW,405,315.0,AUG
103,Lachlan NSW,306,226.0,AUG
104,Orana NSW,653,523.0,AUG
105,Oxley NSW,175,124.0,AUG
106,Patterson NSW,574,438.0,AUG
107,Windamere NSW,310,252.0,AUG
108,Bendigo VIC,1094,793.0,AUG
109,Eureka VIC,895,754.0,AUG
110,Geelong VIC,1446,1164.0,AUG
111,Grampians VIC,253,184.0,AUG
112,Hampden VIC,413,306.0,AUG
113,Mid Murray VIC,299,226.0,AUG
114,Sunraysia VIC,465,372.0,AUG
115,Western District VIC,240,179.0,AUG
0,Eastern Adelaide SA,754,494.0,SEP
1,Northern Adelaide SA,2810,2002.0,SEP
2,Southern Adelaide SA,1684,1162.0,SEP
3,Western Adelaide SA,1352,981.0,SEP
4,Gold Coast QLD,3166,2487.0,SEP
5,Ipswich QLD,1610,1160.0,SEP
6,Logan QLD,2780,2020.0,SEP
7,North Brisbane QLD,2234,1637.0,SEP
8,Outer North Brisbane,1830,1314.0,SEP
9,South Brisbane QLD,3205,2243.0,SEP
10,Sunshine Coast QLD,1795,1391.0,SEP
11,Bundaberg QLD,900,658.0,SEP
12,CairnsQLD,2116,1597.0,SEP
13,Capricornia QLD,1070,767.0,SEP
14,Far North QLD,666,524.0,SEP
15,Gladstone QLD,427,310.0,SEP
16,Mackay QLD,800,672.0,SEP
17,Mt Isa QLD,564,393.0,SEP
18,Townsville QLD,1685,1210.0,SEP
19,East Gippsland VIC,453,365.0,SEP
20,Goulburn Valley VIC,802,612.0,SEP
21,Kiewa VIC,690,562.0,SEP
22,Latrobe Valley VIC,1110,902.0,SEP
23,Ovens VIC,538,477.0,SEP
24,Goldfields/Esperance,570,435.0,SEP
25,Kimberley WA,887,721.0,SEP
26,Mid West/Gascoyne,552,424.0,SEP
27,Midlands/Wheatbelt,243,174.0,SEP
28,Pilbara WA,433,338.0,SEP
29,Southern WA,1115,793.0,SEP
30,Central Coast NSW,2189,1721.0,SEP
31,Hunter NSW,947,814.0,SEP
32,Keepit NSW,733,520.0,SEP
33,Lower Hunter NSW,2772,2056.0,SEP
34,Manning NSW,749,574.0,SEP
35,Upper Hunter NSW,302,231.0,SEP
36,Bayside VIC,2748,2165.0,SEP
37,Calder VIC,2203,1861.0,SEP
38,Maroondah VIC,1366,1151.0,SEP
39,Monash VIC,1325,1162.0,SEP
40,Peninsula VIC,1214,1058.0,SEP
41,Plenty VIC,1808,1449.0,SEP
42,Westgate VIC,3488,2739.0,SEP
43,Yarra VIC,771,677.0,SEP
44,Clarence NSW,440,299.0,SEP
45,Coffs Harbour NSW,1012,673.0,SEP
46,Hastings NSW,515,328.0,SEP
47,Macleay NSW,345,198.0,SEP
48,New England NSW,637,431.0,SEP
49,North Coast NSW,568,404.0,SEP
50,Richmond NSW,680,506.0,SEP
51,Tweed NSW,685,476.0,SEP
52,Alice Springs NT,899,658.0,SEP
53,Darwin NT,531,446.0,SEP
54,Katherine NT,550,427.0,SEP
55,Tennant Creek NT,260,159.0,SEP
56,Top End NT,1031,855.0,SEP
57,Central/West Metro,1831,1268.0,SEP
58,Dale WA,509,344.0,SEP
59,East Metro WA,1928,1319.0,SEP
60,North Metro WA,3091,2198.0,SEP
61,Adelaide Hills SA,190,150.0,SEP
62,Fleurieu/Kangaroo Is,160,118.0,SEP
63,Gawler SA,308,261.0,SEP
64,Kadina/Clare SA,252,166.0,SEP
65,Murraylands SA,239,207.0,SEP
66,North Country SA,643,441.0,SEP
67,Port Lincoln/Ceduna,326,221.0,SEP
68,Port Pirie SA,231,140.0,SEP
69,Riverland SA,317,189.0,SEP
70,South East SA,328,269.0,SEP
71,ACT/Queanbeyan NSW,1151,834.0,SEP
72,Eurobodalla NSW,313,227.0,SEP
73,Lower South Coast,303,225.0,SEP
74,Murray Darling NSW,66,41.0,SEP
75,Shoalhaven NSW,856,569.0,SEP
76,South Eastern NSW,722,595.0,SEP
77,Southern Ranges NSW,468,379.0,SEP
78,Sturt NSW,431,335.0,SEP
79,Fraser Coast QLD,893,595.0,SEP
80,Gympie QLD,719,448.0,SEP
81,Toowoomba QLD,920,753.0,SEP
82,Warwick QLD,347,275.0,SEP
83,Western Downs QLD,247,195.0,SEP
84,Canterbury/Bankstown,1440,1168.0,SEP
85,Central West Sydney,2064,1553.0,SEP
86,Eastern Suburbs NSW,599,452.0,SEP
87,Fairfield NSW,1345,915.0,SEP
88,Inner Sydney NSW,1044,840.0,SEP
89,Inner Western Sydney,335,306.0,SEP
90,Liverpool NSW,1177,876.0,SEP
91,Macarthur NSW,1478,1201.0,SEP
92,Nepean NSW,1871,1494.0,SEP
93,Northern Sydney NSW,902,622.0,SEP
94,Outer Western Sydney,2084,1654.0,SEP
95,St George-Sutherland,1167,856.0,SEP
96,Wollongong NSW,1827,1273.0,SEP
97,Hobart TAS,1772,1227.0,SEP
98,Launceston TAS,957,727.0,SEP
99,West and North West,837,617.0,SEP
100,Chifley NSW,335,283.0,SEP
101,Far West NSW,253,178.0,SEP
102,Gwydir Namoi NSW,403,303.0,SEP
103,Lachlan NSW,303,229.0,SEP
104,Orana NSW,689,529.0,SEP
105,Oxley NSW,157,128.0,SEP
106,Patterson NSW,589,445.0,SEP
107,Windamere NSW,311,260.0,SEP
108,Bendigo VIC,1121,792.0,SEP
109,Eureka VIC,885,767.0,SEP
110,Geelong VIC,1461,1172.0,SEP
111,Grampians VIC,258,192.0,SEP
112,Hampden VIC,432,300.0,SEP
113,Mid Murray VIC,291,229.0,SEP
114,Sunraysia VIC,473,394.0,SEP
115,Western District VIC,227,185.0,SEP
0,Eastern Adelaide SA,758,536.0,OCT
1,Northern Adelaide SA,2847,2060.0,OCT
2,Southern Adelaide SA,1708,1170.0,OCT
3,Western Adelaide SA,1339,975.0,OCT
4,Gold Coast QLD,3198,2513.0,OCT
5,Ipswich QLD,1649,1217.0,OCT
6,Logan QLD,2794,2054.0,OCT
7,North Brisbane QLD,2315,1763.0,OCT
8,Outer North Brisbane,1838,1315.0,OCT
9,South Brisbane QLD,3259,2356.0,OCT
10,Sunshine Coast QLD,1764,1434.0,OCT
11,Bundaberg QLD,897,678.0,OCT
12,CairnsQLD,2143,1593.0,OCT
13,Capricornia QLD,1069,773.0,OCT
14,Far North QLD,681,548.0,OCT
15,Gladstone QLD,421,327.0,OCT
16,Mackay QLD,823,658.0,OCT
17,Mt Isa QLD,549,403.0,OCT
18,Townsville QLD,1700,1211.0,OCT
19,East Gippsland VIC,444,381.0,OCT
20,Goulburn Valley VIC,841,618.0,OCT
21,Kiewa VIC,707,590.0,OCT
22,Latrobe Valley VIC,1104,898.0,OCT
23,Ovens VIC,541,475.0,OCT
24,Goldfields/Esperance,593,439.0,OCT
25,Kimberley WA,929,756.0,OCT
26,Mid West/Gascoyne,567,430.0,OCT
27,Midlands/Wheatbelt,250,174.0,OCT
28,Pilbara WA,424,331.0,OCT
29,Southern WA,1096,784.0,OCT
30,Central Coast NSW,2218,1718.0,OCT
31,Hunter NSW,964,822.0,OCT
32,Keepit NSW,721,533.0,OCT
33,Lower Hunter NSW,2794,2084.0,OCT
34,Manning NSW,762,585.0,OCT
35,Upper Hunter NSW,297,223.0,OCT
36,Bayside VIC,2765,2186.0,OCT
37,Calder VIC,2248,1905.0,OCT
38,Maroondah VIC,1379,1184.0,OCT
39,Monash VIC,1312,1196.0,OCT
40,Peninsula VIC,1193,1056.0,OCT
41,Plenty VIC,1809,1509.0,OCT
42,Westgate VIC,3613,2782.0,OCT
43,Yarra VIC,805,719.0,OCT
44,Clarence NSW,464,331.0,OCT
45,Coffs Harbour NSW,1002,681.0,OCT
46,Hastings NSW,511,331.0,OCT
47,Macleay NSW,351,205.0,OCT
48,New England NSW,632,436.0,OCT
49,North Coast NSW,560,431.0,OCT
50,Richmond NSW,707,516.0,OCT
51,Tweed NSW,683,504.0,OCT
52,Alice Springs NT,883,630.0,OCT
53,Darwin NT,554,458.0,OCT
54,Katherine NT,564,421.0,OCT
55,Tennant Creek NT,270,159.0,OCT
56,Top End NT,1049,809.0,OCT
57,Central/West Metro,1811,1300.0,OCT
58,Dale WA,516,361.0,OCT
59,East Metro WA,1943,1397.0,OCT
60,North Metro WA,3107,2256.0,OCT
61,Adelaide Hills SA,190,150.0,OCT
62,Fleurieu/Kangaroo Is,158,121.0,OCT
63,Gawler SA,319,262.0,OCT
64,Kadina/Clare SA,266,175.0,OCT
65,Murraylands SA,246,196.0,OCT
66,North Country SA,678,470.0,OCT
67,Port Lincoln/Ceduna,331,222.0,OCT
68,Port Pirie SA,235,136.0,OCT
69,Riverland SA,322,192.0,OCT
70,South East SA,316,254.0,OCT
71,ACT/Queanbeyan NSW,1134,809.0,OCT
72,Eurobodalla NSW,304,215.0,OCT
73,Lower South Coast,319,222.0,OCT
74,Murray Darling NSW,64,36.0,OCT
75,Shoalhaven NSW,869,586.0,OCT
76,South Eastern NSW,723,571.0,OCT
77,Southern Ranges NSW,472,377.0,OCT
78,Sturt NSW,451,349.0,OCT
79,Fraser Coast QLD,918,616.0,OCT
80,Gympie QLD,715,466.0,OCT
81,Toowoomba QLD,957,766.0,OCT
82,Warwick QLD,360,286.0,OCT
83,Western Downs QLD,260,190.0,OCT
84,Canterbury/Bankstown,1482,1187.0,OCT
85,Central West Sydney,2106,1609.0,OCT
86,Eastern Suburbs NSW,608,486.0,OCT
87,Fairfield NSW,1340,911.0,OCT
88,Inner Sydney NSW,1090,847.0,OCT
89,Inner Western Sydney,351,294.0,OCT
90,Liverpool NSW,1200,889.0,OCT
91,Macarthur NSW,1475,1259.0,OCT
92,Nepean NSW,1839,1500.0,OCT
93,Northern Sydney NSW,911,619.0,OCT
94,Outer Western Sydney,2072,1680.0,OCT
95,St George-Sutherland,1159,869.0,OCT
96,Wollongong NSW,1827,1276.0,OCT
97,Hobart TAS,1797,1293.0,OCT
98,Launceston TAS,966,728.0,OCT
99,West and North West,866,628.0,OCT
100,Chifley NSW,325,278.0,OCT
101,Far West NSW,250,179.0,OCT
102,Gwydir Namoi NSW,400,316.0,OCT
103,Lachlan NSW,305,226.0,OCT
104,Orana NSW,683,533.0,OCT
105,Oxley NSW,153,117.0,OCT
106,Patterson NSW,607,453.0,OCT
107,Windamere NSW,307,266.0,OCT
108,Bendigo VIC,1112,819.0,OCT
109,Eureka VIC,918,760.0,OCT
110,Geelong VIC,1448,1190.0,OCT
111,Grampians VIC,261,206.0,OCT
112,Hampden VIC,421,311.0,OCT
113,Mid Murray VIC,298,235.0,OCT
114,Sunraysia VIC,487,413.0,OCT
115,Western District VIC,230,196.0,OCT
0,Eastern Adelaide SA,756,588.0,NOV
1,Northern Adelaide SA,2878,2100.0,NOV
2,Southern Adelaide SA,1658,1167.0,NOV
3,Western Adelaide SA,1344,1006.0,NOV
4,Gold Coast QLD,3275,2557.0,NOV
5,Ipswich QLD,1713,1235.0,NOV
6,Logan QLD,2852,2191.0,NOV
7,North Brisbane QLD,2415,1889.0,NOV
8,Outer North Brisbane,1905,1395.0,NOV
9,South Brisbane QLD,3374,2520.0,NOV
10,Sunshine Coast QLD,1780,1470.0,NOV
11,Bundaberg QLD,911,692.0,NOV
12,CairnsQLD,2121,1607.0,NOV
13,Capricornia QLD,1090,828.0,NOV
14,Far North QLD,705,563.0,NOV
15,Gladstone QLD,445,337.0,NOV
16,Mackay QLD,867,678.0,NOV
17,Mt Isa QLD,553,397.0,NOV
18,Townsville QLD,1716,1286.0,NOV
19,East Gippsland VIC,437,383.0,NOV
20,Goulburn Valley VIC,873,665.0,NOV
21,Kiewa VIC,699,595.0,NOV
22,Latrobe Valley VIC,1097,916.0,NOV
23,Ovens VIC,567,491.0,NOV
24,Goldfields/Esperance,594,447.0,NOV
25,Kimberley WA,930,740.0,NOV
26,Mid West/Gascoyne,557,431.0,NOV
27,Midlands/Wheatbelt,256,190.0,NOV
28,Pilbara WA,420,336.0,NOV
29,Southern WA,1094,808.0,NOV
30,Central Coast NSW,2260,1799.0,NOV
31,Hunter NSW,977,830.0,NOV
32,Keepit NSW,749,585.0,NOV
33,Lower Hunter NSW,2876,2200.0,NOV
34,Manning NSW,771,625.0,NOV
35,Upper Hunter NSW,309,247.0,NOV
36,Bayside VIC,2848,2267.0,NOV
37,Calder VIC,2290,1972.0,NOV
38,Maroondah VIC,1430,1246.0,NOV
39,Monash VIC,1337,1211.0,NOV
40,Peninsula VIC,1228,1110.0,NOV
41,Plenty VIC,1801,1581.0,NOV
42,Westgate VIC,3678,2905.0,NOV
43,Yarra VIC,819,737.0,NOV
44,Clarence NSW,479,347.0,NOV
45,Coffs Harbour NSW,1044,742.0,NOV
46,Hastings NSW,510,352.0,NOV
47,Macleay NSW,363,236.0,NOV
48,New England NSW,654,457.0,NOV
49,North Coast NSW,570,429.0,NOV
50,Richmond NSW,719,545.0,NOV
51,Tweed NSW,718,535.0,NOV
52,Alice Springs NT,841,614.0,NOV
53,Darwin NT,556,475.0,NOV
54,Katherine NT,569,424.0,NOV
55,Tennant Creek NT,268,146.0,NOV
56,Top End NT,1048,780.0,NOV
57,Central/West Metro,1767,1355.0,NOV
58,Dale WA,506,387.0,NOV
59,East Metro WA,2003,1470.0,NOV
60,North Metro WA,3161,2320.0,NOV
61,Adelaide Hills SA,198,150.0,NOV
62,Fleurieu/Kangaroo Is,162,127.0,NOV
63,Gawler SA,339,277.0,NOV
64,Kadina/Clare SA,277,178.0,NOV
65,Murraylands SA,259,210.0,NOV
66,North Country SA,674,481.0,NOV
67,Port Lincoln/Ceduna,343,219.0,NOV
68,Port Pirie SA,239,144.0,NOV
69,Riverland SA,324,197.0,NOV
70,South East SA,308,261.0,NOV
71,ACT/Queanbeyan NSW,1108,846.0,NOV
72,Eurobodalla NSW,318,236.0,NOV
73,Lower South Coast,316,238.0,NOV
74,Murray Darling NSW,73,43.0,NOV
75,Shoalhaven NSW,904,601.0,NOV
76,South Eastern NSW,727,586.0,NOV
77,Southern Ranges NSW,491,405.0,NOV
78,Sturt NSW,448,368.0,NOV
79,Fraser Coast QLD,945,663.0,NOV
80,Gympie QLD,742,480.0,NOV
81,Toowoomba QLD,1006,804.0,NOV
82,Warwick QLD,369,297.0,NOV
83,Western Downs QLD,271,187.0,NOV
84,Canterbury/Bankstown,1538,1222.0,NOV
85,Central West Sydney,2099,1663.0,NOV
86,Eastern Suburbs NSW,640,529.0,NOV
87,Fairfield NSW,1353,958.0,NOV
88,Inner Sydney NSW,1136,866.0,NOV
89,Inner Western Sydney,354,293.0,NOV
90,Liverpool NSW,1216,893.0,NOV
91,Macarthur NSW,1491,1333.0,NOV
92,Nepean NSW,1846,1499.0,NOV
93,Northern Sydney NSW,884,645.0,NOV
94,Outer Western Sydney,2111,1762.0,NOV
95,St George-Sutherland,1254,907.0,NOV
96,Wollongong NSW,1899,1339.0,NOV
97,Hobart TAS,1847,1361.0,NOV
98,Launceston TAS,995,765.0,NOV
99,West and North West,890,618.0,NOV
100,Chifley NSW,349,271.0,NOV
101,Far West NSW,253,194.0,NOV
102,Gwydir Namoi NSW,431,332.0,NOV
103,Lachlan NSW,326,247.0,NOV
104,Orana NSW,681,541.0,NOV
105,Oxley NSW,161,119.0,NOV
106,Patterson NSW,645,480.0,NOV
107,Windamere NSW,343,274.0,NOV
108,Bendigo VIC,1153,880.0,NOV
109,Eureka VIC,948,815.0,NOV
110,Geelong VIC,1472,1268.0,NOV
111,Grampians VIC,265,211.0,NOV
112,Hampden VIC,432,335.0,NOV
113,Mid Murray VIC,300,259.0,NOV
114,Sunraysia VIC,520,440.0,NOV
115,Western District VIC,239,202.0,NOV
0,Eastern Adelaide SA,797,658.0,DEC
1,Northern Adelaide SA,3002,2279.0,DEC
2,Southern Adelaide SA,1736,1309.0,DEC
3,Western Adelaide SA,1382,1062.0,DEC
4,Gold Coast QLD,3345,2679.0,DEC
5,Ipswich QLD,1732,1316.0,DEC
6,Logan QLD,2951,2319.0,DEC
7,North Brisbane QLD,2544,2006.0,DEC
8,Outer North Brisbane,2006,1520.0,DEC
9,South Brisbane QLD,3481,2690.0,DEC
10,Sunshine Coast QLD,1962,1539.0,DEC
11,Bundaberg QLD,974,750.0,DEC
12,CairnsQLD,2109,1690.0,DEC
13,Capricornia QLD,1155,864.0,DEC
14,Far North QLD,683,564.0,DEC
15,Gladstone QLD,468,357.0,DEC
16,Mackay QLD,909,747.0,DEC
