,ESA_NAME,Male,Female,months
17,Mt Isa QLD,549,404.0,DEC
18,Townsville QLD,1803,1334.0,DEC
19,East Gippsland VIC,479,421.0,DEC
20,Goulburn Valley VIC,943,744.0,DEC
21,Kiewa VIC,733,641.0,DEC
22,Latrobe Valley VIC,1135,983.0,DEC
23,Ovens VIC,611,558.0,DEC
24,Goldfields/Esperance,573,432.0,DEC
25,Kimberley WA,872,696.0,DEC
26,Mid West/Gascoyne,550,465.0,DEC
27,Midlands/Wheatbelt,250,185.0,DEC
28,Pilbara WA,410,350.0,DEC
29,Southern WA,1116,908.0,DEC
30,Central Coast NSW,2313,1885.0,DEC
31,Hunter NSW,977,871.0,DEC
32,Keepit NSW,804,622.0,DEC
33,Lower Hunter NSW,2964,2364.0,DEC
34,Manning NSW,804,675.0,DEC
35,Upper Hunter NSW,303,255.0,DEC
36,Bayside VIC,3074,2522.0,DEC
37,Calder VIC,2457,2212.0,DEC
38,Maroondah VIC,1502,1358.0,DEC
39,Monash VIC,1376,1338.0,DEC
40,Peninsula VIC,1271,1214.0,DEC
41,Plenty VIC,1919,1714.0,DEC
42,Westgate VIC,3795,3067.0,DEC
43,Yarra VIC,883,833.0,DEC
44,Clarence NSW,494,354.0,DEC
45,Coffs Harbour NSW,1099,810.0,DEC
46,Hastings NSW,553,409.0,DEC
47,Macleay NSW,367,258.0,DEC
48,New England NSW,710,502.0,DEC
49,North Coast NSW,598,482.0,DEC
50,Richmond NSW,779,586.0,DEC
51,Tweed NSW,739,546.0,DEC
52,Alice Springs NT,833,596.0,DEC
53,Darwin NT,541,504.0,DEC
54,Katherine NT,556,409.0,DEC
55,Tennant Creek NT,261,143.0,DEC
56,Top End NT,1007,742.0,DEC
57,Central/West Metro,1807,1459.0,DEC
58,Dale WA,511,407.0,DEC
59,East Metro WA,2043,1545.0,DEC
60,North Metro WA,3215,2439.0,DEC
61,Adelaide Hills SA,219,153.0,DEC
62,Fleurieu/Kangaroo Is,166,121.0,DEC
63,Gawler SA,346,283.0,DEC
64,Kadina/Clare SA,274,205.0,DEC
65,Murraylands SA,250,221.0,DEC
66,North Country SA,678,488.0,DEC
67,Port Lincoln/Ceduna,345,237.0,DEC
68,Port Pirie SA,254,161.0,DEC
69,Riverland SA,342,210.0,DEC
70,South East SA,320,289.0,DEC
71,ACT/Queanbeyan NSW,1156,894.0,DEC
72,Eurobodalla NSW,324,243.0,DEC
73,Lower South Coast,315,266.0,DEC
74,Murray Darling NSW,71,34.0,DEC
75,Shoalhaven NSW,926,643.0,DEC
76,South Eastern NSW,730,607.0,DEC
77,Southern Ranges NSW,508,448.0,DEC
78,Sturt NSW,480,393.0,DEC
79,Fraser Coast QLD,1017,729.0,DEC
80,Gympie QLD,794,538.0,DEC
81,Toowoomba QLD,1038,892.0,DEC
82,Warwick QLD,372,317.0,DEC
83,Western Downs QLD,281,201.0,DEC
84,Canterbury/Bankstown,1578,1288.0,DEC
85,Central West Sydney,2189,1763.0,DEC
86,Eastern Suburbs NSW,688,571.0,DEC
87,Fairfield NSW,1409,1031.0,DEC
88,Inner Sydney NSW,1204,964.0,DEC
89,Inner Western Sydney,383,314.0,DEC
90,Liverpool NSW,1282,913.0,DEC
91,Macarthur NSW,1538,1410.0,DEC
92,Nepean NSW,1882,1588.0,DEC
93,Northern Sydney NSW,957,743.0,DEC
94,Outer Western Sydney,2183,1844.0,DEC
95,St George-Sutherland,1328,1021.0,DEC
96,Wollongong NSW,1974,1453.0,DEC
97,Hobart TAS,1898,1453.0,DEC
98,Launceston TAS,1031,828.0,DEC
99,West and North West,907,687.0,DEC
100,Chifley NSW,380,301.0,DEC
101,Far West NSW,271,199.0,DEC
102,Gwydir Namoi NSW,439,342.0,DEC
103,Lachlan NSW,321,259.0,DEC
104,Orana NSW,699,580.0,DEC
105,Oxley NSW,156,119.0,DEC
106,Patterson NSW,665,527.0,DEC
107,Windamere NSW,373,289.0,DEC
108,Bendigo VIC,1219,990.0,DEC
109,Eureka VIC,997,858.0,DEC
110,Geelong VIC,1514,1362.0,DEC
111,Grampians VIC,282,230.0,DEC
112,Hampden VIC,455,390.0,DEC
113,Mid Murray VIC,308,270.0,DEC
114,Sunraysia VIC,559,444.0,DEC
115,Western District VIC,244,205.0,DEC
0,Eastern Adelaide SA,849,705.0,JAN
1,Northern Adelaide SA,3108,2375.0,JAN
2,Southern Adelaide SA,1772,1399.0,JAN
3,Western Adelaide SA,1448,1109.0,JAN
4,Gold Coast QLD,3667,2906.0,JAN
5,Ipswich QLD,1862,1409.0,JAN
6,Logan QLD,3098,2504.0,JAN
7,North Brisbane QLD,2761,2205.0,JAN
8,Outer North Brisbane,2117,1656.0,JAN
9,South Brisbane QLD,3666,2838.0,JAN
10,Sunshine Coast QLD,2085,1650.0,JAN
11,Bundaberg QLD,1015,765.0,JAN
12,CairnsQLD,2251,1745.0,JAN
13,Capricornia QLD,1181,871.0,JAN
14,Far North QLD,683,573.0,JAN
15,Gladstone QLD,486,355.0,JAN
16,Mackay QLD,938,785.0,JAN
17,Mt Isa QLD,555,453.0,JAN
18,Townsville QLD,1947,1460.0,JAN
19,East Gippsland VIC,511,431.0,JAN
20,Goulburn Valley VIC,988,786.0,JAN
21,Kiewa VIC,738,689.0,JAN
22,Latrobe Valley VIC,1190,1068.0,JAN
23,Ovens VIC,626,580.0,JAN
24,Goldfields/Esperance,577,443.0,JAN
25,Kimberley WA,884,698.0,JAN
26,Mid West/Gascoyne,591,473.0,JAN
27,Midlands/Wheatbelt,265,190.0,JAN
28,Pilbara WA,420,351.0,JAN
29,Southern WA,1121,926.0,JAN
30,Central Coast NSW,2422,1966.0,JAN
31,Hunter NSW,1027,930.0,JAN
32,Keepit NSW,804,671.0,JAN
33,Lower Hunter NSW,3083,2475.0,JAN
34,Manning NSW,834,678.0,JAN
35,Upper Hunter NSW,321,258.0,JAN
36,Bayside VIC,3307,2634.0,JAN
37,Calder VIC,2568,2333.0,JAN
38,Maroondah VIC,1597,1454.0,JAN
39,Monash VIC,1423,1430.0,JAN
40,Peninsula VIC,1363,1269.0,JAN
41,Plenty VIC,2002,1820.0,JAN
42,Westgate VIC,3952,3232.0,JAN
43,Yarra VIC,935,932.0,JAN
44,Clarence NSW,509,385.0,JAN
45,Coffs Harbour NSW,1139,853.0,JAN
46,Hastings NSW,584,420.0,JAN
47,Macleay NSW,383,273.0,JAN
48,New England NSW,722,540.0,JAN
49,North Coast NSW,593,500.0,JAN
50,Richmond NSW,808,619.0,JAN
51,Tweed NSW,759,581.0,JAN
52,Alice Springs NT,842,594.0,JAN
53,Darwin NT,582,521.0,JAN
54,Katherine NT,550,409.0,JAN
55,Tennant Creek NT,261,137.0,JAN
56,Top End NT,1016,726.0,JAN
57,Central/West Metro,1872,1480.0,JAN
58,Dale WA,531,422.0,JAN
59,East Metro WA,2156,1606.0,JAN
60,North Metro WA,3299,2632.0,JAN
61,Adelaide Hills SA,245,176.0,JAN
62,Fleurieu/Kangaroo Is,170,126.0,JAN
63,Gawler SA,356,314.0,JAN
64,Kadina/Clare SA,271,214.0,JAN
65,Murraylands SA,258,222.0,JAN
66,North Country SA,687,500.0,JAN
67,Port Lincoln/Ceduna,344,248.0,JAN
68,Port Pirie SA,261,178.0,JAN
69,Riverland SA,352,247.0,JAN
70,South East SA,359,308.0,JAN
71,ACT/Queanbeyan NSW,1274,970.0,JAN
72,Eurobodalla NSW,333,260.0,JAN
73,Lower South Coast,344,278.0,JAN
74,Murray Darling NSW,77,39.0,JAN
75,Shoalhaven NSW,962,675.0,JAN
76,South Eastern NSW,769,625.0,JAN
77,Southern Ranges NSW,558,486.0,JAN
78,Sturt NSW,486,417.0,JAN
79,Fraser Coast QLD,1064,760.0,JAN
80,Gympie QLD,806,568.0,JAN
81,Toowoomba QLD,1112,952.0,JAN
82,Warwick QLD,399,322.0,JAN
83,Western Downs QLD,299,216.0,JAN
84,Canterbury/Bankstown,1615,1342.0,JAN
85,Central West Sydney,2333,1884.0,JAN
86,Eastern Suburbs NSW,699,613.0,JAN
87,Fairfield NSW,1459,1093.0,JAN
88,Inner Sydney NSW,1279,1036.0,JAN
89,Inner Western Sydney,406,330.0,JAN
90,Liverpool NSW,1314,968.0,JAN
91,Macarthur NSW,1601,1441.0,JAN
92,Nepean NSW,1987,1676.0,JAN
93,Northern Sydney NSW,1010,792.0,JAN
94,Outer Western Sydney,2249,1902.0,JAN
95,St George-Sutherland,1347,1077.0,JAN
96,Wollongong NSW,2045,1500.0,JAN
97,Hobart TAS,1968,1531.0,JAN
98,Launceston TAS,1034,856.0,JAN
99,West and North West,930,724.0,JAN
100,Chifley NSW,399,317.0,JAN
101,Far West NSW,253,210.0,JAN
102,Gwydir Namoi NSW,453,359.0,JAN
103,Lachlan NSW,336,273.0,JAN
104,Orana NSW,742,608.0,JAN
105,Oxley NSW,146,109.0,JAN
106,Patterson NSW,708,561.0,JAN
107,Windamere NSW,403,298.0,JAN
108,Bendigo VIC,1240,1026.0,JAN
109,Eureka VIC,1035,877.0,JAN
110,Geelong VIC,1579,1409.0,JAN
111,Grampians VIC,304,242.0,JAN
112,Hampden VIC,471,394.0,JAN
113,Mid Murray VIC,314,297.0,JAN
114,Sunraysia VIC,572,467.0,JAN
115,Western District VIC,253,210.0,JAN
0,Eastern Adelaide SA,855,695.0,FEB
1,Northern Adelaide SA,3193,2400.0,FEB
2,Southern Adelaide SA,1808,1471.0,FEB
3,Western Adelaide SA,1480,1105.0,FEB
4,Gold Coast QLD,3813,3058.0,FEB
5,Ipswich QLD,1923,1499.0,FEB
6,Logan QLD,3274,2609.0,FEB
7,North Brisbane QLD,2874,2261.0,FEB
8,Outer North Brisbane,2234,1775.0,FEB
9,South Brisbane QLD,3846,2941.0,FEB
10,Sunshine Coast QLD,2144,1680.0,FEB
11,Bundaberg QLD,1077,792.0,FEB
12,CairnsQLD,2357,1787.0,FEB
13,Capricornia QLD,1188,919.0,FEB
14,Far North QLD,723,549.0,FEB
15,Gladstone QLD,481,359.0,FEB
16,Mackay QLD,956,799.0,FEB
17,Mt Isa QLD,560,446.0,FEB
18,Townsville QLD,2047,1523.0,FEB
19,East Gippsland VIC,506,426.0,FEB
20,Goulburn Valley VIC,996,775.0,FEB
21,Kiewa VIC,759,712.0,FEB
22,Latrobe Valley VIC,1214,1067.0,FEB
23,Ovens VIC,624,585.0,FEB
24,Goldfields/Esperance,571,431.0,FEB
25,Kimberley WA,913,700.0,FEB
26,Mid West/Gascoyne,609,464.0,FEB
27,Midlands/Wheatbelt,261,179.0,FEB
28,Pilbara WA,420,362.0,FEB
29,Southern WA,1097,908.0,FEB
30,Central Coast NSW,2474,1960.0,FEB
31,Hunter NSW,1044,935.0,FEB
32,Keepit NSW,760,660.0,FEB
33,Lower Hunter NSW,3093,2496.0,FEB
34,Manning NSW,850,667.0,FEB
35,Upper Hunter NSW,322,257.0,FEB
36,Bayside VIC,3454,2667.0,FEB
37,Calder VIC,2581,2411.0,FEB
38,Maroondah VIC,1629,1486.0,FEB
39,Monash VIC,1520,1443.0,FEB
40,Peninsula VIC,1431,1304.0,FEB
41,Plenty VIC,2107,1913.0,FEB
42,Westgate VIC,4071,3307.0,FEB
43,Yarra VIC,977,953.0,FEB
44,Clarence NSW,516,377.0,FEB
45,Coffs Harbour NSW,1135,851.0,FEB
46,Hastings NSW,588,440.0,FEB
47,Macleay NSW,393,275.0,FEB
48,New England NSW,722,531.0,FEB
49,North Coast NSW,588,524.0,FEB
50,Richmond NSW,817,624.0,FEB
51,Tweed NSW,766,582.0,FEB
52,Alice Springs NT,862,596.0,FEB
53,Darwin NT,598,493.0,FEB
54,Katherine NT,534,405.0,FEB
55,Tennant Creek NT,271,138.0,FEB
56,Top End NT,1038,739.0,FEB
57,Central/West Metro,1848,1522.0,FEB
58,Dale WA,529,417.0,FEB
59,East Metro WA,2186,1654.0,FEB
60,North Metro WA,3351,2760.0,FEB
61,Adelaide Hills SA,248,186.0,FEB
62,Fleurieu/Kangaroo Is,167,125.0,FEB
63,Gawler SA,359,306.0,FEB
64,Kadina/Clare SA,274,223.0,FEB
65,Murraylands SA,271,227.0,FEB
66,North Country SA,687,490.0,FEB
67,Port Lincoln/Ceduna,345,240.0,FEB
68,Port Pirie SA,255,172.0,FEB
69,Riverland SA,343,250.0,FEB
70,South East SA,371,294.0,FEB
71,ACT/Queanbeyan NSW,1290,1023.0,FEB
72,Eurobodalla NSW,355,259.0,FEB
73,Lower South Coast,324,267.0,FEB
74,Murray Darling NSW,71,44.0,FEB
75,Shoalhaven NSW,972,688.0,FEB
76,South Eastern NSW,795,680.0,FEB
77,Southern Ranges NSW,554,498.0,FEB
78,Sturt NSW,481,404.0,FEB
79,Fraser Coast QLD,1087,790.0,FEB
80,Gympie QLD,843,576.0,FEB
81,Toowoomba QLD,1111,916.0,FEB
82,Warwick QLD,393,329.0,FEB
83,Western Downs QLD,314,222.0,FEB
84,Canterbury/Bankstown,1635,1391.0,FEB
85,Central West Sydney,2381,1930.0,FEB
86,Eastern Suburbs NSW,703,655.0,FEB
87,Fairfield NSW,1468,1080.0,FEB
88,Inner Sydney NSW,1340,1048.0,FEB
89,Inner Western Sydney,419,326.0,FEB
90,Liverpool NSW,1328,1003.0,FEB
91,Macarthur NSW,1662,1481.0,FEB
92,Nepean NSW,2051,1720.0,FEB
93,Northern Sydney NSW,1022,812.0,FEB
94,Outer Western Sydney,2271,1884.0,FEB
95,St George-Sutherland,1401,1163.0,FEB
96,Wollongong NSW,2052,1527.0,FEB
97,Hobart TAS,1991,1524.0,FEB
98,Launceston TAS,1047,855.0,FEB
99,West and North West,919,711.0,FEB
100,Chifley NSW,361,302.0,FEB
101,Far West NSW,272,202.0,FEB
102,Gwydir Namoi NSW,446,343.0,FEB
103,Lachlan NSW,341,261.0,FEB
104,Orana NSW,753,594.0,FEB
105,Oxley NSW,156,112.0,FEB
106,Patterson NSW,743,586.0,FEB
107,Windamere NSW,407,288.0,FEB
108,Bendigo VIC,1244,1040.0,FEB
109,Eureka VIC,1039,887.0,FEB
110,Geelong VIC,1597,1433.0,FEB
111,Grampians VIC,296,256.0,FEB
112,Hampden VIC,509,405.0,FEB
113,Mid Murray VIC,335,300.0,FEB
114,Sunraysia VIC,569,468.0,FEB
115,Western District VIC,240,218.0,FEB
0,Eastern Adelaide SA,840,674.0,MAR
1,Northern Adelaide SA,3208,2367.0,MAR
2,Southern Adelaide SA,1823,1476.0,MAR
3,Western Adelaide SA,1461,1089.0,MAR
4,Gold Coast QLD,3910,3119.0,MAR
5,Ipswich QLD,1969,1525.0,MAR
6,Logan QLD,3354,2586.0,MAR
7,North Brisbane QLD,2912,2222.0,MAR
8,Outer North Brisbane,2253,,MAR
9,South Brisbane QLD,3854,2909.0,MAR
10,Sunshine Coast QLD,2100,1645.0,MAR
11,Bundaberg QLD,1121,800.0,MAR
12,CairnsQLD,2407,1805.0,MAR
13,Capricornia QLD,1186,923.0,MAR
14,Far North QLD,751,570.0,MAR
15,Gladstone QLD,472,361.0,MAR
16,Mackay QLD,935,778.0,MAR
17,Mt Isa QLD,592,438.0,MAR
18,Townsville QLD,2041,1561.0,MAR
19,East Gippsland VIC,473,407.0,MAR
20,Goulburn Valley VIC,912,751.0,MAR
21,Kiewa VIC,719,698.0,MAR
22,Latrobe Valley VIC,1174,1013.0,MAR
23,Ovens VIC,591,564.0,MAR
24,Goldfields/Esperance,530,399.0,MAR
25,Kimberley WA,893,706.0,MAR
26,Mid West/Gascoyne,589,462.0,MAR
27,Midlands/Wheatbelt,260,168.0,MAR
28,Pilbara WA,421,369.0,MAR
29,Southern WA,1051,878.0,MAR
30,Central Coast NSW,2516,1928.0,MAR
31,Hunter NSW,1032,879.0,MAR
32,Keepit NSW,749,615.0,MAR
33,Lower Hunter NSW,2930,2379.0,MAR
34,Manning NSW,805,638.0,MAR
35,Upper Hunter NSW,285,234.0,MAR
36,Bayside VIC,3319,2584.0,MAR
37,Calder VIC,2571,2354.0,MAR
38,Maroondah VIC,1582,1438.0,MAR
39,Monash VIC,1522,1440.0,MAR
40,Peninsula VIC,1418,1323.0,MAR
41,Plenty VIC,2084,1801.0,MAR
42,Westgate VIC,4009,3188.0,MAR
43,Yarra VIC,959,845.0,MAR
44,Clarence NSW,510,386.0,MAR
45,Coffs Harbour NSW,1086,861.0,MAR
46,Hastings NSW,573,398.0,MAR
47,Macleay NSW,385,252.0,MAR
48,New England NSW,714,517.0,MAR
49,North Coast NSW,588,513.0,MAR
50,Richmond NSW,803,625.0,MAR
51,Tweed NSW,754,573.0,MAR
52,Alice Springs NT,849,584.0,MAR
53,Darwin NT,630,498.0,MAR
54,Katherine NT,551,413.0,MAR
55,Tennant Creek NT,273,148.0,MAR
56,Top End NT,1009,714.0,MAR
57,Central/West Metro,1816,1476.0,MAR
58,Dale WA,527,419.0,MAR
59,East Metro WA,2099,1650.0,MAR
60,North Metro WA,3249,2732.0,MAR
61,Adelaide Hills SA,254,175.0,MAR
62,Fleurieu/Kangaroo Is,166,126.0,MAR
63,Gawler SA,360,306.0,MAR
64,Kadina/Clare SA,277,196.0,MAR
65,Murraylands SA,268,229.0,MAR
66,North Country SA,665,491.0,MAR
67,Port Lincoln/Ceduna,322,240.0,MAR
68,Port Pirie SA,243,174.0,MAR
69,Riverland SA,345,255.0,MAR
70,South East SA,352,276.0,MAR
71,ACT/Queanbeyan NSW,1266,1000.0,MAR
72,Eurobodalla NSW,333,243.0,MAR
73,Lower South Coast,305,256.0,MAR
74,Murray Darling NSW,63,44.0,MAR
75,Shoalhaven NSW,954,657.0,MAR
76,South Eastern NSW,755,614.0,MAR
77,Southern Ranges NSW,545,471.0,MAR
78,Sturt NSW,457,391.0,MAR
79,Fraser Coast QLD,1127,774.0,MAR
80,Gympie QLD,839,586.0,MAR
81,Toowoomba QLD,1123,931.0,MAR
82,Warwick QLD,404,331.0,MAR
83,Western Downs QLD,323,227.0,MAR
84,Canterbury/Bankstown,1634,1372.0,MAR
85,Central West Sydney,2348,1866.0,MAR
86,Eastern Suburbs NSW,685,609.0,MAR
87,Fairfield NSW,1448,1065.0,MAR
88,Inner Sydney NSW,1288,1052.0,MAR
89,Inner Western Sydney,426,317.0,MAR
90,Liverpool NSW,1268,1017.0,MAR
91,Macarthur NSW,1644,1463.0,MAR
92,Nepean NSW,2074,1721.0,MAR
93,Northern Sydney NSW,964,731.0,MAR
94,Outer Western Sydney,2245,1834.0,MAR
95,St George-Sutherland,1381,1123.0,MAR
96,Wollongong NSW,1997,1470.0,MAR
97,Hobart TAS,1932,1406.0,MAR
98,Launceston TAS,1005,819.0,MAR
99,West and North West,899,677.0,MAR
100,Chifley NSW,354,275.0,MAR
101,Far West NSW,271,208.0,MAR
102,Gwydir Namoi NSW,435,326.0,MAR
103,Lachlan NSW,324,255.0,MAR
104,Orana NSW,723,553.0,MAR
105,Oxley NSW,155,114.0,MAR
106,Patterson NSW,732,552.0,MAR
107,Windamere NSW,401,288.0,MAR
108,Bendigo VIC,1223,1011.0,MAR
109,Eureka VIC,994,840.0,MAR
110,Geelong VIC,1484,1367.0,MAR
111,Grampians VIC,285,247.0,MAR
112,Hampden VIC,482,372.0,MAR
113,Mid Murray VIC,318,279.0,MAR
114,Sunraysia VIC,545,454.0,MAR
115,Western District VIC,238,209.0,MAR
0,Eastern Adelaide SA,796,645.0,APR
1,Northern Adelaide SA,3141,2350.0,APR
2,Southern Adelaide SA,1778,1474.0,APR
3,Western Adelaide SA,1426,1105.0,APR
4,Gold Coast QLD,3882,3100.0,APR
5,Ipswich QLD,1957,1544.0,APR
6,Logan QLD,3311,2558.0,APR
7,North Brisbane QLD,2843,2173.0,APR
8,Outer North Brisbane,2289,1852.0,APR
9,South Brisbane QLD,3893,2887.0,APR
10,Sunshine Coast QLD,2093,1684.0,APR
11,Bundaberg QLD,1084,804.0,APR
12,CairnsQLD,2414,1804.0,APR
13,Capricornia QLD,1182,925.0,APR
14,Far North QLD,754,567.0,APR
15,Gladstone QLD,479,369.0,APR
16,Mackay QLD,963,736.0,APR
17,Mt Isa QLD,588,,APR
18,Townsville QLD,2002,1527.0,APR
19,East Gippsland VIC,456,407.0,APR
20,Goulburn Valley VIC,883,740.0,APR
21,Kiewa VIC,698,656.0,APR
22,Latrobe Valley VIC,1143,987.0,APR
23,Ovens VIC,596,537.0,APR
24,Goldfields/Esperance,532,394.0,APR
25,Kimberley WA,880,721.0,APR
26,Mid West/Gascoyne,558,435.0,APR
27,Midlands/Wheatbelt,257,178.0,APR
28,Pilbara WA,421,359.0,APR
29,Southern WA,1064,866.0,APR
30,Central Coast NSW,2443,1955.0,APR
31,Hunter NSW,989,852.0,APR
32,Keepit NSW,733,598.0,APR
33,Lower Hunter NSW,2832,2311.0,APR
34,Manning NSW,778,630.0,APR
35,Upper Hunter NSW,278,227.0,APR
36,Bayside VIC,3264,2555.0,APR
37,Calder VIC,2509,2279.0,APR
38,Maroondah VIC,1536,1392.0,APR
39,Monash VIC,1443,1411.0,APR
40,Peninsula VIC,1398,1317.0,APR
41,Plenty VIC,2030,1785.0,APR
42,Westgate VIC,3897,3141.0,APR
43,Yarra VIC,955,801.0,APR
44,Clarence NSW,493,372.0,APR
45,Coffs Harbour NSW,1083,828.0,APR
46,Hastings NSW,548,398.0,APR
47,Macleay NSW,372,260.0,APR
48,New England NSW,687,504.0,APR
49,North Coast NSW,600,491.0,APR
50,Richmond NSW,776,603.0,APR
51,Tweed NSW,736,544.0,APR
52,Alice Springs NT,826,575.0,APR
53,Darwin NT,593,459.0,APR
54,Katherine NT,541,398.0,APR
55,Tennant Creek NT,268,143.0,APR
56,Top End NT,1004,710.0,APR
57,Central/West Metro,1762,1422.0,APR
58,Dale WA,499,405.0,APR
59,East Metro WA,2079,1625.0,APR
60,North Metro WA,3142,2642.0,APR
61,Adelaide Hills SA,243,165.0,APR
62,Fleurieu/Kangaroo Is,156,123.0,APR
63,Gawler SA,369,315.0,APR
64,Kadina/Clare SA,279,191.0,APR
65,Murraylands SA,256,227.0,APR
66,North Country SA,633,473.0,APR
67,Port Lincoln/Ceduna,316,226.0,APR
68,Port Pirie SA,236,159.0,APR
69,Riverland SA,342,231.0,APR
70,South East SA,330,261.0,APR
71,ACT/Queanbeyan NSW,1212,972.0,APR
72,Eurobodalla NSW,324,220.0,APR
73,Lower South Coast,294,253.0,APR
74,Murray Darling NSW,58,44.0,APR
75,Shoalhaven NSW,923,634.0,APR
76,South Eastern NSW,713,601.0,APR
77,Southern Ranges NSW,541,454.0,APR
78,Sturt NSW,433,374.0,APR
79,Fraser Coast QLD,1104,771.0,APR
80,Gympie QLD,820,583.0,APR
81,Toowoomba QLD,1140,924.0,APR
82,Warwick QLD,391,341.0,APR
83,Western Downs QLD,298,231.0,APR
84,Canterbury/Bankstown,1627,1359.0,APR
85,Central West Sydney,2308,1796.0,APR
86,Eastern Suburbs NSW,663,563.0,APR
87,Fairfield NSW,1442,1041.0,APR
88,Inner Sydney NSW,1246,1020.0,APR
89,Inner Western Sydney,437,293.0,APR
90,Liverpool NSW,1236,984.0,APR
91,Macarthur NSW,1616,1423.0,APR
92,Nepean NSW,1969,1727.0,APR
93,Northern Sydney NSW,944,689.0,APR
94,Outer Western Sydney,2202,1808.0,APR
95,St George-Sutherland,1344,1070.0,APR
96,Wollongong NSW,1950,1400.0,APR
97,Hobart TAS,1891,1368.0,APR
98,Launceston TAS,989,788.0,APR
99,West and North West,883,667.0,APR
100,Chifley NSW,337,260.0,APR
101,Far West NSW,279,212.0,APR
102,Gwydir Namoi NSW,433,313.0,APR
103,Lachlan NSW,321,244.0,APR
104,Orana NSW,709,516.0,APR
105,Oxley NSW,137,114.0,APR
106,Patterson NSW,696,540.0,APR
107,Windamere NSW,389,289.0,APR
108,Bendigo VIC,1167,959.0,APR
109,Eureka VIC,975,832.0,APR
110,Geelong VIC,1406,1317.0,APR
111,Grampians VIC,276,258.0,APR
112,Hampden VIC,462,376.0,APR
113,Mid Murray VIC,307,267.0,APR
114,Sunraysia VIC,538,447.0,APR
115,Western District VIC,211,195.0,APR
0,Eastern Adelaide SA,803,602.0,MAY
1,Northern Adelaide SA,3208,2360.0,MAY
2,Southern Adelaide SA,1777,1463.0,MAY
3,Western Adelaide SA,1383,1090.0,MAY
4,Gold Coast QLD,3939,3138.0,MAY
5,Ipswich QLD,1907,1561.0,MAY
6,Logan QLD,3319,2527.0,MAY
7,North Brisbane QLD,2896,2131.0,MAY
8,Outer North Brisbane,2275,1842.0,MAY
9,South Brisbane QLD,3935,2812.0,MAY
10,Sunshine Coast QLD,2090,1639.0,MAY
11,Bundaberg QLD,1084,792.0,MAY
12,CairnsQLD,2389,1780.0,MAY
13,Capricornia QLD,1182,910.0,MAY
14,Far North QLD,790,584.0,MAY
15,Gladstone QLD,466,350.0,MAY
16,Mackay QLD,936,731.0,MAY
17,Mt Isa QLD,574,,MAY
18,Townsville QLD,1993,1575.0,MAY
19,East Gippsland VIC,450,379.0,MAY
20,Goulburn Valley VIC,865,741.0,MAY
21,Kiewa VIC,693,626.0,MAY
22,Latrobe Valley VIC,1104,975.0,MAY
23,Ovens VIC,614,518.0,MAY
24,Goldfields/Esperance,505,385.0,MAY
25,Kimberley WA,890,703.0,MAY
26,Mid West/Gascoyne,546,436.0,MAY
27,Midlands/Wheatbelt,247,170.0,MAY
28,Pilbara WA,418,373.0,MAY
29,Southern WA,1073,892.0,MAY
30,Central Coast NSW,2439,1973.0,MAY
31,Hunter NSW,958,839.0,MAY
32,Keepit NSW,738,603.0,MAY
33,Lower Hunter NSW,2831,2268.0,MAY
34,Manning NSW,759,606.0,MAY
35,Upper Hunter NSW,269,224.0,MAY
36,Bayside VIC,3223,2489.0,MAY
37,Calder VIC,2489,2246.0,MAY
38,Maroondah VIC,1495,1342.0,MAY
39,Monash VIC,1422,1378.0,MAY
40,Peninsula VIC,1413,1330.0,MAY
41,Plenty VIC,2073,1755.0,MAY
42,Westgate VIC,3828,3113.0,MAY
43,Yarra VIC,929,745.0,MAY
44,Clarence NSW,486,373.0,MAY
45,Coffs Harbour NSW,1064,805.0,MAY
46,Hastings NSW,558,390.0,MAY
47,Macleay NSW,344,253.0,MAY
48,New England NSW,686,495.0,MAY
49,North Coast NSW,593,482.0,MAY
50,Richmond NSW,768,573.0,MAY
51,Tweed NSW,745,534.0,MAY
52,Alice Springs NT,821,578.0,MAY
53,Darwin NT,602,470.0,MAY
54,Katherine NT,537,398.0,MAY
55,Tennant Creek NT,278,151.0,MAY
56,Top End NT,1027,737.0,MAY
57,Central/West Metro,1755,1389.0,MAY
58,Dale WA,482,400.0,MAY
59,East Metro WA,2037,1596.0,MAY
60,North Metro WA,3179,2571.0,MAY
61,Adelaide Hills SA,230,163.0,MAY
62,Fleurieu/Kangaroo Is,163,144.0,MAY
63,Gawler SA,383,312.0,MAY
64,Kadina/Clare SA,278,191.0,MAY
65,Murraylands SA,257,227.0,MAY
66,North Country SA,644,478.0,MAY
67,Port Lincoln/Ceduna,303,241.0,MAY
68,Port Pirie SA,230,155.0,MAY
69,Riverland SA,350,215.0,MAY
70,South East SA,337,257.0,MAY
71,ACT/Queanbeyan NSW,1180,929.0,MAY
72,Eurobodalla NSW,302,217.0,MAY
73,Lower South Coast,287,246.0,MAY
74,Murray Darling NSW,65,49.0,MAY
75,Shoalhaven NSW,910,618.0,MAY
76,South Eastern NSW,715,600.0,MAY
77,Southern Ranges NSW,525,442.0,MAY
78,Sturt NSW,426,388.0,MAY
79,Fraser Coast QLD,1098,772.0,MAY
80,Gympie QLD,824,574.0,MAY
81,Toowoomba QLD,1125,886.0,MAY
82,Warwick QLD,390,325.0,MAY
83,Western Downs QLD,306,235.0,MAY
84,Canterbury/Bankstown,1653,1337.0,MAY
